Timestamp (UTC)	Timestamp (ms)	Comp1 time	Latitude	Longitude	Altitude
2016-11-09 19:34:28.074	1478720068074	19:34:28.000	35.764454	-120.76872	217.37851
2016-11-09 19:34:29.1	1478720069100	19:34:29.000	35.764454	-120.768745	217.34006
2016-11-09 19:34:30.081	1478720070081	19:34:30.000	35.764458	-120.76876	217.30128
2016-11-09 19:34:31.096	1478720071096	19:34:31.000	35.76446	-120.768776	217.26382
2016-11-09 19:34:32.108	1478720072108	19:34:32.000	35.76447	-120.76879	217.22426
2016-11-09 19:34:33.109	1478720073109	19:34:33.000	35.764477	-120.76881	217.18324
2016-11-09 19:34:34.079	1478720074079	19:34:34.000	35.764477	-120.768814	217.1434
2016-11-09 19:34:35.098	1478720075098	19:34:35.000	35.76448	-120.76883	217.10246
2016-11-09 19:34:36.079	1478720076079	19:34:36.000	35.76449	-120.768845	217.06052
2016-11-09 19:34:37.07	1478720077070	19:34:37.000	35.764492	-120.76887	217.01688
2016-11-09 19:34:38.08	1478720078080	19:34:38.000	35.764496	-120.76887	216.97054
2016-11-09 19:34:39.067	1478720079067	19:34:39.000	35.764503	-120.76888	216.92628
2016-11-09 19:34:40.077	1478720080077	19:34:40.000	35.764507	-120.7689	216.88025
2016-11-09 19:34:41.075	1478720081075	19:34:41.000	35.764515	-120.768906	216.835
2016-11-09 19:34:42.082	1478720082082	19:34:42.000	35.76453	-120.76892	216.78604
2016-11-09 19:34:43.073	1478720083073	19:34:43.000	35.764534	-120.76893	216.73691
2016-11-09 19:34:44.102	1478720084102	19:34:44.000	35.76454	-120.76893	216.68855
2016-11-09 19:34:45.099	1478720085099	19:34:45.000	35.764545	-120.76893	216.63914
2016-11-09 19:34:46.094	1478720086094	19:34:46.000	35.76456	-120.768936	216.5879
2016-11-09 19:34:47.089	1478720087089	19:34:47.000	35.764572	-120.76894	216.53552
2016-11-09 19:34:48.077	1478720088077	19:34:48.000	35.764584	-120.76895	216.47964
